descricao_produto,IA_PRODUTO,IA_LABORATORIO,IA_TIPO DA UNIDADE,IA_QUANTIDADE MG (POR UNIDADE/ML),IA_QUANTIDADE ML,IA_QUANTIDADE UI,IA_QUANTIDADE UNIDADES
SULFAMETOXAZOLTRIMETOPRIMA 800,SULFAMETOXAZOL + TRIMETOPRIMA,,UNIDADE,"800,00",,,
SULFATIAZINA DE PRATA 1 % NATIVITA,SULFATIAZINA DE PRATA,NATIVITA,UNIDADE,,,,
GAMALINE V COM 30 CAPS,GAMALINE V,,COMPRIMIDO/CAPSULA,,,,30
GAMAX 30 CAP,GAMAX,,COMPRIMIDO/CAPSULA,,,,30
GAMAX 30 CAPS,GAMAX,,COMPRIMIDO/CAPSULA,,,,30
GAMAX 30 CAPSULAS,GAMAX,,COMPRIMIDO/CAPSULA,,,,30
GAMAX C 30 COMPRIMIDOS,GAMAX,,COMPRIMIDO/CAPSULA,,,,30
GAMAX COMPRIMIDOS CX / 30,GAMAX,,COMPRIMIDO/CAPSULA,,,,30
SULFATO AMICACINA 250 MG,AMICACINA,,UNIDADE,"250,00",,,
SULFATO DE AMICACINA NOVA FARMA,AMICACINA,NOVA FARMA,UNIDADE,,,,
GAMMAR FR 36 COMPRIMIDOS,GAMMAR,,COMPRIMIDO/CAPSULA,,,,36
GANASEG 7 % 30 ML,GANASEG,,SOLUCAO,,30,,
GANFORT 3 ML,GANFORT,,SOLUCAO,,3,,
GANFORT SOL EST 3 ML,GANFORT,,SOLUCAO,,3,,
GANFORT SOLUCAO OFTALMICA 3 ML,GANFORT,,SOLUCAO,,3,,
GANFORT SOLUCAO OFTALMICA COM 3 ML,GANFORT,,SOLUCAO,,3,,
GANFORT COLIRIO 5 ML,GANFORT,,GOTAS,,5,,
GANFORT SLO OFT 5 ML,GANFORT,,SOLUCAO,,5,,
GANFORT SOLUCAO OFTALMICA 5 ML,GANFORT,,SOLUCAO,,5,,
GANFORT SOLUCAO OFTALMICA COM 5 ML,GANFORT,,SOLUCAO,,5,,
"GANFORT UD 0 , 3 ML 30 FLACO 0 , 4 ML",GANFORT,,FRASCO,,0.3,,30
GANFORT COLIRIO,GANFORT,,GOTAS,,,,
SULFATO DE CONDROITINA A,SULFATO DE CONDROITINA A,,UNIDADE,,,,
GANFORTCOL 3 ML,GANFORTCOL,,SOLUCAO,,3,,
SULFATO DE CONDROITINA A + GLUCOSAMINA + MOLUSCOS PERNACANALICULUS + COLAGENO + ACIDO ASCORBICO USO VET,SULFATO DE CONDROITINA A + GLUCOSAMINA + MOLUSCOS PERNACANALICULUS + COLAGENO + ACIDO ASCORBICO,,UNIDADE,,,,
GARASONE OFTAL 20 ML,GARASONE,,SOLUCAO,,20,,
GARASONE COLIRIO,GARASONE,,SOLUCAO,,,,
GARASONE COLORIO,GARASONE,,SOLUCAO,,,,
GARDENAL 4 % GOTAS 20 ML,GARDENAL,,GOTAS,,20,,
GARDENAL 4 % GTS PED 20 ML,GARDENAL,,GOTAS,,20,,
GARDENAL GOTAS 20 ML,GARDENAL,,GOTAS,,20,,
GARDENAL GOTAS PED 20 ML,GARDENAL,,GOTAS,,20,,
GARDENAL GTS PED 20 ML,GARDENAL,,GOTAS,,20,,
GARDENAL 100 ML,GARDENAL,,SOLUCAO,,100,,
GARDENAL GOTAS,GARDENAL,,GOTAS,,,,
GARDENAL GOTAS PEDIATRICAS 4 %,GARDENAL,,GOTAS,,,,
GARDENAL XAROPE,GARDENAL,,FRASCO,,,,
GARGAREJO,GARGAREJO,,SOLUCAO,,,,
GARGAREJOS,GARGAREJOS,,SOLUCAO,,,,
HIPERSINUS 3 % SPRAY NASAL 100 ML,HIPERSINUS,,FRASCO,,100,,
GARGOTRICIN PASTILHAS COM 12 SABOR MENTA,GARGOTRICIN,,COMPRIMIDO/CAPSULA,,,,12
GARRAFADAS,GARRAFADAS,,SOLUCAO,,,,
GASEL INJ 20 ML,GASEL,,INJETAVEL,,20,,
GASEL INJ 50 ML,GASEL,,INJETAVEL,,50,,
GASEL INJ 50 ML CMAP,GASEL,,INJETAVEL,,50,,
GASES HIDROFILA JPC PC COM 500 COMPRIMIDOS,GASES HIDROFILA,,COMPRIMIDO/CAPSULA,,,,500
SULFATO DE CONDROITINA A DE 20 000 MG,SULFATO DE CONDROITINA A,,UNIDADE,"20000,00",,,
GASTRIVAL COMPOSTO 240 ML,GASTRIVAL COMPOSTO,,SOLUCAO,,240,,
GASTRIVAL H ALUM + MAG + SIMET MORANG 240 ML,GASTRIVAL H ALUM + MAG + SIMET,,SOLUCAO,,240,,
GASTROBEM COM 240 ML,GASTROBEM,,SOLUCAO,,240,,
GASTROBEM SUS FC 240 ML,GASTROBEM,,FRASCO,,240,,
GASTROGEL FLAC 10 ML COM 12 S L O 01095,GASTROGEL,,FRASCO,,10,,12
GASTROGEL FLAC 10 ML S,GASTROGEL,,FRASCO,,10,,
GASTROGEL LIQ 150 ML,GASTROGEL,,SOLUCAO,,150,,
GASTROGEL SUSP ORAL 150 ML,GASTROGEL,,FRASCO,,150,,
GASTROGEL LIQ 240 ML,GASTROGEL,,SOLUCAO,,240,,
GASTROGEL 20 COMPRIMIDOS MASTIGAVEIS,GASTROGEL,,COMPRIMIDO/CAPSULA,,,,20
GASTROGEL DE BOLSO,GASTROGEL,,BISNAGA,,,,
GASTROGEL SUSPENSAO,GASTROGEL,,FRASCO,,,,
SULFATO DE HIDROXICLOROQUINA 400 MG COM 30,HIDROXICLOROQUINA,,UNIDADE,"400,00",,,30
GASTROGEL FRESH 150 ML,GASTROGEL FRESH,,SOLUCAO,,150,,
GASTROGEL FRESH FR 240 ML,GASTROGEL FRESH,,FRASCO,,240,,
GASTROGEL FRESH 240 ML SUSP MEN,GASTROGEL FRESH,,FRASCO,,240,,
GASTROGEL FRESH 240 ML SUSP MENTA HIDROX,GASTROGEL FRESH,,FRASCO,,240,,
GASTROGEL FRESH,GASTROGEL FRESH,,BISNAGA,,,,
GASTROINTESTIN PLUS FR 240 ML,GASTROINTESTIN PLUS,,FRASCO,,240,,
GASTROL 10 PAST,GASTROL,,COMPRIMIDO/CAPSULA,,,,10
GASTROL COM 10 PAST,GASTROL,,COMPRIMIDO/CAPSULA,,,,10
GASTROL COM 10 PASTILHAS,GASTROL,,COMPRIMIDO/CAPSULA,,,,10
GASTROL CX 20 PAST,GASTROL,,COMPRIMIDO/CAPSULA,,,,20
GASTROL PASTILHAS COM 10 COMPRIMIDOS,GASTROL,,COMPRIMIDO/CAPSULA,,,,10
SULFATO DE MAGNESIO 10 % SAMTEC,SULFATO DE MAGNESIO,SAMTEC,UNIDADE,,,,
SULFATO DE MAGNESIO 50 %,SULFATO DE MAGNESIO,,UNIDADE,,,,
GEL COM PHMB,GEL COM PHMB,,BISNAGA,,,,
GEL CREME NOTURNO,GEL CREME NOTURNO,,BISNAGA,,,,
GEL HIDRAT COM VIT A E E BENZOATO DE SODIOE AGUA,GEL HIDRAT COM VIT A E E BENZOATO DE SODIOE AGUA,,BISNAGA,,,,
GEL HIDRATANTE HIDROGEL COMPOSTO DE ALGINATO DE SODIO,GEL HIDRATANTE HIDROGEL,,BISNAGA,,,,
"GEL HIDRATANTE HIDROGEL VITAMINAS A E E , HIDROXIDO DE SODIO E AGUA PURIFICADA",GEL HIDRATANTE HIDROGEL,,BISNAGA,,,,
GEL P ELETROCARDIOGRAFO 1 LT,GEL P ELETROCARDIOGRAFO,,BISNAGA,,1000,,
GEL PARA ELETROCARDIOGRAMA 1 LITRO,GEL PARA ELETROCARDIOGRAMA,,BISNAGA,,1000,,
GEL PARA ULTRASOM,GEL PARA ULTRASOM,,BISNAGA,,,,
GEL PARA ULTRASSOM 1,GEL PARA ULTRASSOM,,BISNAGA,,,,1
GEL PULTRASSOM 1000 ML,GEL PULTRASSOM,,BISNAGA,,1000,,
GEL USG,GEL USG,,BISNAGA,,,,
GELNAT MENTA 100 ML,GELNAT MENTA,,BISNAGA,,100,,
GELO BIO AER COM 60 ML,GELO BIO AER,,SOLUCAO,,60,,
GELO BIO SOL COM 150 ML,GELO BIO SOL,,SOLUCAO,,150,,
GELO BIO SOL PROP TB X 60 ML,GELO BIO SOL PROP,,SOLUCAO,,60,,
GELOL AER 60 ML,GELOL,,SOLUCAO,,60,,
GELOL AER COM 60 ML,GELOL,,SOLUCAO,,60,,
GEMO CONSTEM SAB,GEMO CONSTEM SAB,,,,,,
GENTACORT COLIRIO 5 ML,GENTACORT,,GOTAS,,5,,
GENTAMICIL AMP,GENTAMICIL,,AMPOLA OU FRASCO-AMPOLA,,,,
GENTAMICINA 5 ML,GENTAMICINA,,SOLUCAO,,5,,
GENTAMICINA COLIRIO,GENTAMICINA,,GOTAS,,,,
GENTAMICINA POM OFTAL,GENTAMICINA,,BISNAGA,,,,
"GENTAMICINA , SULFANILAMIDA , SULFADIAZINA , UREIA , VIT A POMADA DE USO VTE",GENTAMICINA + SULFANILAMIDA + SULFADIAZINA + UREIA + VITAMINA A,,BISNAGA,,,,
GENTAMOX 100 ML,GENTAMOX,,SOLUCAO,,100,,
GENTAMOX,GENTAMOX,,,,,,
GENTATEC INJET 50 ML,GENTATEC,,INJETAVEL,,50,,
GENTATEC 100 ML,GENTATEC,,SOLUCAO,,100,,
GENTATEC MASTITE VACA SECA,GENTATEC MASTITE,,,,,,
GENTOMICIN 4 % INJ 100 ML,GENTOMICIN,,INJETAVEL,,100,,
GENTOMICIN 100 ML,GENTOMICIN,,SOLUCAO,,100,,
GERAVIT 30 COMPRIMIDOS,GERAVIT,,COMPRIMIDO/CAPSULA,,,,30
GERILON CX 30 CAPS,GERILON,,COMPRIMIDO/CAPSULA,,,,30
GEROMAX PRO HAIR,GEROMAX PRO HAIR,,,,,,
GEROVITAL 60 CAP MOLE,GEROVITAL,,COMPRIMIDO/CAPSULA,,,,60
GEROVITAL COM 30 CAPS,GEROVITAL,,COMPRIMIDO/CAPSULA,,,,30
GEROVITAL COM 30 CAPSULAS MOLE,GEROVITAL,,COMPRIMIDO/CAPSULA,,,,30
GEROVITAL COM 60 CAPS,GEROVITAL,,COMPRIMIDO/CAPSULA,,,,60
GEROVITAL COM 60 COMPRIMIDOS VITAMINA,GEROVITAL,,COMPRIMIDO/CAPSULA,,,,60
GESICO DUO 30 COMPRIMIDOS,GESICO DUO,,COMPRIMIDO/CAPSULA,,,,30
GESICO DUO COM 12 COMPRIMIDOS,GESICO DUO,,COMPRIMIDO/CAPSULA,,,,12
GESICO DUO,GESICO DUO,,,,,,
GESICO RETARD,GESICO RETARD,,,,,,
GEST NUTRI,GEST NUTRI,,,,,,
GESTINOL 28 COM 28 COMPRIMIDOS,GESTINOL,,COMPRIMIDO/CAPSULA,,,,28
GESTO VACINAL,GESTO VACINAL,,,,,,
GESTOGRAMA,GESTOGRAMA,,,,,,
VACINA CONTRA GIARDIASE 1 ML,GIARDIASE,,SOLUCAO,,1,,
GINKLAB,GINKLAB,,,,,,
GINKOLAB,GINKOLAB,,,,,,
GINO CANESTEN 2 % CREME VAGINAL BG 20 G + 3 APL,GINO CANESTEN,,BISNAGA,,,,3
GINO CANESTEN BALANCE 7 APL 5 ML,GINO CANESTEN BALANCE,,SOLUCAO,,5,,7
SULFATO DE MAGNESIO 50 % 500 MG,SULFATO DE MAGNESIO,,UNIDADE,"500,00",,,
GINO CANESTEN CALM 100 ML,GINO CANESTEN CALM,,SOLUCAO,,100,,
GINO CANESTEN VAGINOSE,GINO CANESTEN VAGINOSE,,,,,,
GINO COLON CREME,GINO COLON,,BISNAGA,,,,
GLAMIGAN COL 5 ML,GLAMIGAN,,GOTAS,,5,,
GLAUB COL 5 ML,GLAUB,,SOLUCAO,,5,,
GLAUB MD COLIRIO 5 ML,GLAUB MD,,SOLUCAO,,5,,
GLEMIVIT POLIVITAMINICO E MINERAIS 480 ML,GLEMIVIT POLIVITAMINICO E MINERAIS,,SOLUCAO,,480,,
SULFATO DE MAGNESIO 50 % HALEX,SULFATO DE MAGNESIO,HALEX ISTAR,UNIDADE,,,,
GLICAZIDA COM 60 COMPRIMIDOS,GLICAZIDA,,COMPRIMIDO/CAPSULA,,,,60
SULFATO DE MAGNESIO 50 % ISOFA,SULFATO DE MAGNESIO,ISOFARMA,UNIDADE,,,,
SUPOSIT GLICERINA AD COM 06 GLICEL N,GLICEL,,OUTROS,,,,6
SULFATO DE MAGNESIO 50 % ISOFARMA,SULFATO DE MAGNESIO,ISOFARMA,UNIDADE,,,,
"SULFATO DE TERBUTALINA GEN 0 , CX COM 100",SULFATO DE TERBUTALINA,,UNIDADE,,,,100
"SULFATO DE TERBUTALINA GEN 0 , CX COM 100 GREENPHARMA",SULFATO DE TERBUTALINA,GREEN PHARMA,UNIDADE,,,,100
SULFATO FERROSO 40 MG,SULFATO FERROSO,,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG 1 VITAMED,SULFATO FERROSO,VITAMEDIC,UNIDADE,"40,00",,,1
SUPOSIT GLICERINA AD COM 6 GLICENIX N,GLICENIX,,OUTROS,,,,6
SUPOSIT GLICERINA INF COM 6 GLICENIX N,GLICENIX,,OUTROS,,,,6
SULFATO FERROSO 40 MG AIRELA,SULFATO FERROSO,AIRELA,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG BELFAR,SULFATO FERROSO,BELFAR,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG BIOTECH,SULFATO FERROSO,BIOTECNICA,UNIDADE,"40,00",,,
GLICENIX ADT 6 COMPRIMIDOS,GLICENIX ADT,,COMPRIMIDO/CAPSULA,,,,6
GLICENIX ADT SUSP,GLICENIX ADT,,FRASCO,,,,
GLICENIX ADULTO,GLICENIX ADULTO,,,,,,
GLICENIX ADULTO L A 057 017 / 23,GLICENIX ADULTO,,,,,,
GLICENIX INFANTIL,GLICENIX INFANTIL,,,,,,
SULFATO FERROSO 40 MG COM 100 NESH FERRO,SULFATO FERROSO NESH FERRO,NESH,UNIDADE,"40,00",,,100
GLICENIX LACTENTE,GLICENIX LACTENTE,,,,,,
GLICENIX PEDIATRICO,GLICENIX PEDIATRICO,,,,,,
SULFATO FERROSO 40 MG COM 50,SULFATO FERROSO,,UNIDADE,"40,00",,,50
SULFATO FERROSO 40 MG COM 500 MASFEROL,SULFATO FERROSO MASFEROL,,UNIDADE,"40,00",,,500
SULFATO FERROSO 40 MG CX / 100 I NUNES,SULFATO FERROSO,NUNESFARMA,UNIDADE,"40,00",,,100
SUPOS PEDIATRICO COM 6 GLICERILAX,GLICERILAX,,OUTROS,,,,6
SUPOSITORIO DE GLICERINA ADT GLICERILAX COM 06 { N },GLICERILAX,,OUTROS,,,,6
SUPOSIT PEDIATRICO COM 6 GLICERILAX N,GLICERILAX,,OUTROS,,,,6
SULFATO FERROSO 40 MG CX / 100 NUNES,SULFATO FERROSO,NUNESFARMA,UNIDADE,"40,00",,,100
SULFATO FERROSO 40 MG CX / 600,SULFATO FERROSO,,UNIDADE,"40,00",,,600
SULFATO FERROSO 40 MG CX 500 NESH,SULFATO FERROSO,NESH,UNIDADE,"40,00",,,500
SULFATO FERROSO 40 MG CX COM 100 COM NESH,SULFATO FERROSO,NESH,UNIDADE,"40,00",,,100
SULFATO FERROSO 40 MG CX COM 100 NESH,SULFATO FERROSO,NESH,UNIDADE,"40,00",,,100
SULFATO FERROSO 40 MG CX COM 500,SULFATO FERROSO,,UNIDADE,"40,00",,,500
SULFATO FERROSO 40 MG CX COM 500 AIRELA,SULFATO FERROSO,AIRELA,UNIDADE,"40,00",,,500
SULFATO FERROSO 40 MG CX COM 500 NATUL,SULFATO FERROSO,NATULAB,UNIDADE,"40,00",,,500
SULFATO FERROSO 40 MG FE + FAB NATULAB,SULFATO FERROSO FE + FAB,NATULAB,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG FERRO ELEMENTAR NATULAB,SULFATO FERROSO FERRO ELEMENTAR,NATULAB,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG FERRO II NATULAB,SULFATO FERROSO FERRO II,NATULAB,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG FERRO II VITAMEDIC,SULFATO FERROSO FERRO II,VITAMEDIC,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG GLOBO,SULFATO FERROSO,GLOBO,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG LUPER,SULFATO FERROSO,LUPER,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG MARCA : NOVA QUIMI,SULFATO FERROSO,NOVA QUIMICA,UNIDADE,"40,00",,,
GLICERINA 90 ML,GLICERINA,,SOLUCAO,,90,,
GLICERINA 12 % 500 ML AMPOLA,GLICERINA,,AMPOLA OU FRASCO-AMPOLA,,500,,
GLICERINA 12 % 500 ML COM 24,GLICERINA,,SOLUCAO,,500,,24
GLICERINA 12 SOLUCAO 500 ML,GLICERINA,,SOLUCAO,,500,,
GLICERINA 2 500 ML,GLICERINA,,SOLUCAO,,500,,
SOL DE GLICERINA 12 % 500 ML,GLICERINA,,SOLUCAO,,500,,
SOL GLICERINA 12 % CLISTER 500 ML,GLICERINA,,SOLUCAO,,500,,
SOLUC GLICERINA 12 % 500 ML,GLICERINA,,SOLUCAO,,500,,
SOLUCAO DE GLICERINA 12 500 ML,GLICERINA,,SOLUCAO,,500,,
GLICERINA 1 L,GLICERINA,,SOLUCAO,,1000,,
GLICERINA 1000 ML,GLICERINA,,SOLUCAO,,1000,,
GLICERINA LIQUIDA,GLICERINA,,SOLUCAO,,,,
GLICERINA LIQUIDA N,GLICERINA,,SOLUCAO,,,,
SOLUC GLICERINA 12 %,GLICERINA,,SOLUCAO,,,,
SOLUCAO DE GLICERINA 12 %,GLICERINA,,SOLUCAO,,,,
SUPOSITORIO GLICERINA INFA CX / 12 UND,GLICERINA,,OUTROS,,,,12
SUPOSITORIO GLICERINA INFANTIL 12 UND,GLICERINA,,OUTROS,,,,12
SUP GLIC ADT 12 SUP,GLICERINA,,OUTROS,,,,12
SUPOS GLICERIN 1 UNID ADT,GLICERINA,,OUTROS,,,,1
SUPOSITORIO DE GLICERINA,GLICERINA,,OUTROS,,,,
SUPOSITORIO DE GLICERINA ADT C,GLICERINA,,OUTROS,,,,
SUPOSITORIO DE GLICERINA ADULTO C 12 UNDS,GLICERINA,,OUTROS,,,,12
SUPOSITORIO DE GLICERINA ADULTO N,GLICERINA,,OUTROS,,,,
SUPOSITORIO DE GLICERINA INF,GLICERINA,,OUTROS,,,,
SUPOSITORIO DE GLICERINA INF C,GLICERINA,,OUTROS,,,,
SUPOSITORIO DE GLICERINA INFANTIL C 12 UNDS,GLICERINA,,OUTROS,,,,12
SUPOSITORIO DE GLICERINA INFANTIL N,GLICERINA,,OUTROS,,,,
SUPOSITORIO GLICERINA ADT UN,GLICERINA,,OUTROS,,,,1
SUPOSITORIO GLICERINA ADUL CX / 06,GLICERINA,,OUTROS,,,,6
SUPOSITORIO GLICERINA ADUL CX / 06 UND,GLICERINA,,OUTROS,,,,6
GLICERINA,GLICERINA,,,,,,
GLICERINA PURA 100 ML,GLICERINA PURA,,SOLUCAO,,100,,
SULFATO FERROSO 40 MG NATULAB,SULFATO FERROSO,NATULAB,UNIDADE,"40,00",,,
SULFATO FERROSO 40 MG NESH,SULFATO FERROSO,NESH,UNIDADE,"40,00",,,
SUPUSITORIO GLICERINADO ADULTO,GLICERINADO,,OUTROS,,,,
GLICEROL 12 % SOLUCAO RETAL ENEMA 500 ML,GLICEROL,,SOLUCAO,,500,,
GLICEROL SUPOS ADULTO,GLICEROL,,OUTROS,,,,
GLICEROL SUPOS PEDIATRICO,GLICEROL,,OUTROS,,,,
GLICEROL SUPUSITORIO L SD 12457,GLICEROL,,OUTROS,,,,
GLICEROL EMEMA FRASCO L ED 45127,GLICEROL EMEMA,,FRASCO,,,,
GLICEROL ENEMA 120 ML,GLICEROL ENEMA,,SOLUCAO,,120,,
GLICEROL ENEMA 120 ML 29946,GLICEROL ENEMA,,SOLUCAO,,120,,
"GLICEROL ENEMA , FRS 130 ML",GLICEROL ENEMA,,FRASCO,,130,,
"GLICEROL ENEMA , FRS COM 130 ML",GLICEROL ENEMA,,FRASCO,,130,,
GLICEROL ENEMA,GLICEROL ENEMA,,FRASCO,,,,
GLICINATO FERRICO + ASSOCIACOES SUSP C 120 ML,GLICINATO FERRICO + ASSOCIACOES,,FRASCO,,120,,
GLICINATO FERRICO + ASSOCIACOES SUSP COM 120 ML,GLICINATO FERRICO + ASSOCIACOES,,FRASCO,,120,,
"IODO 2 , 6 % 1 L GLICIODO",GLICIODO,,SOLUCAO,,1000,,
SULFATO FERROSO 40 MG NESHFERRO,SULFATO FERROSO NESHFERRO,NESH,UNIDADE,"40,00",,,
HIPERSINUS 3 % SPRY,HIPERSINUS,,FRASCO,,,,
SOLUCAO DE GLICOL 500,GLICOL,,SOLUCAO,,500,,
SULFATO FERROSO 40 MG NESHFERRO COM 100 NESHFERRO NOTIF SIMPL,SULFATO FERROSO NESHFERRO,NESH,UNIDADE,"40,00",,,100
GLICONATO CLOREXIDINA 1 % TRIANE 30 ML,GLICONATO CLOREXIDINA,,SOLUCAO,,30,,
GLICONATO DE CALCIO 10 % COM 1 AM P 10 ML,GLICONATO DE CALCIO,,AMPOLA OU FRASCO-AMPOLA,,10,,1
CALCIO GLICONATO GLUCONATO DE 10 % SOLUCAO INJETAVEL 10 ML,GLICONATO DE CALCIO,,INJETAVEL,,10,,
CALCIO GLICONATO GLUCONATO DE 10 % SOL INJ 10 ML,GLICONATO DE CALCIO,,SOLUCAO,,10,,
GLICONATO DE CALCIO 10 % 10 ML COM 200 AMP,GLICONATO DE CALCIO,,AMPOLA OU FRASCO-AMPOLA,,2000,,200
GLICONATO DE CALCIO INJ IV / IM 10 % 200 X 10 ML,GLICONATO DE CALCIO,,INJETAVEL,,2000,,200
GLICONATO DE CLOREXIDINA 0 5 1000 ML,GLICONATO DE CLOREXIDINA,,SOLUCAO,,1000,,
GLICONATO DE CLOREXIDINA 2 % DEGERMANTE 1000 ML,GLICONATO DE CLOREXIDINA,,SOLUCAO,,1000,,
GLICOPAN GOLD COM 30 COMPRIMIDOS,GLICOPAN GOLD,,COMPRIMIDO/CAPSULA,,,,30
GLICOSE A 50 % INJ C 200 AMPOLAS X 10 ML HOSP,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE A 50 % DE 10 ML HOSP,GLICOSE,,SOLUCAO,,10,,
"GLICOSE , 50 % SOL INJ AMPOLAS 10 ML",GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 25 % AMPOLAS 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 25 % CX / 200 AMPOLAS COM 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 % 10 ML AMP,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 50 % 10 ML CX / 200 AMP,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 % 10 ML CX 200 AMP,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 % AMPOLA 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 50 % AMPOLAS 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 50 % AMPOLAS COM 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 50 % AMPX 10 ML PLAST,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 50 % AMPX 10 ML PLAST COM 200,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 % C 10 ML C 200 AMPOLAS,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 % COM 1 AMPOLAS 10 ML FARMA CE,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,1
GLICOSE 50 % CX / 200 AMPOLAS COM 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 % IV 10 ML COM 200 AMP,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 % SOL INJ CX 200 AMPOLAS X 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE 50 10 ML INJ CX COM 200 AMPOLAS,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,200
GLICOSE A 50 % 10 ML AMPOLAS,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE AMPOLAS 50 % 10 ML,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE INJ AMPOLAS 10 ML 50 %,GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
"GLICOSE SOLUCAO INJETAVEL 50 % AMPOLA 10 ML SOLUCAO ESTERIL , EMBALAGEM PRIMARIA CONTENDO IDENTIFICACAO , N DO",GLICOSE,,AMPOLA OU FRASCO-AMPOLA,,10,,
GLICOSE 25 10 ML INJ,GLICOSE,,INJETAVEL,,10,,
GLICOSE 50 % 10 ML INJ,GLICOSE,,INJETAVEL,,10,,
GLICOSE 50 % 10 ML INJETAVEL,GLICOSE,,INJETAVEL,,10,,
GLICOSE 50 % 10 ML SOL INJ,GLICOSE,,INJETAVEL,,10,,
GLICOSE 50 % 10 ML SOL INJETAVEL,GLICOSE,,INJETAVEL,,10,,
GLICOSE 50 % INJ 10 ML CX COM 200,GLICOSE,,INJETAVEL,,10,,200
GLICOSE 50 10 ML INJ,GLICOSE,,INJETAVEL,,10,,
"GLICOSE 0 , 50 % 10 ML",GLICOSE,,SOLUCAO,,10,,
GLICOSE 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 25 % 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 25 % C 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 5 % 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 % 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 % 10 ML COM 200,GLICOSE,,SOLUCAO,,10,,200
GLICOSE 50 % 10 ML CX CX 200,GLICOSE,,SOLUCAO,,10,,200
GLICOSE 50 % 10 ML EQUIP,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 % 10 ML SANTEC,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 % COM 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 10 ML COM 200,GLICOSE,,SOLUCAO,,10,,200
GLICOSE 50 10 ML UNIDADE,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 DE 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 SOLUCAO INJ 10 ML,GLICOSE,,SOLUCAO,,10,,
SOL DE GLICOSE 25 10 ML,GLICOSE,,SOLUCAO,,10,,
SOL GLICOSE 25 % 10 ML,GLICOSE,,SOLUCAO,,10,,
SOL GLICOSE 50 10 ML,GLICOSE,,SOLUCAO,,10,,
GLICOSE 50 % 10 ML UND,GLICOSE,,FRASCO,,10,,
GLICOSE 50 10 ML CX UNIDADE,GLICOSE,,FRASCO,,10,,
SOL GLICOSE 50 20 ML,GLICOSE,,SOLUCAO,,20,,
GLICOSE 5 % SOL INJ SIST FECHA 100 ML,GLICOSE,,SOLUCAO,,100,,
GLICOSE 5 % 250 ML BOLSA PVC,GLICOSE,,FRASCO,,250,,
GLICOSE 5 % SOL INJ FR / BOLSA 250 ML,GLICOSE,,FRASCO,,250,,
GLICOSE 5 % 250 ML INJ COM 48,GLICOSE,,INJETAVEL,,250,,48
